0,2.81386971473694,3.16255688667297,2.58418989181519,4.03172302246094,0,0,0,0,0,0,0,0,0,2.31325173377991,2.95826125144958,0,3.26420164108276,0,3.08437013626099,0,0,0,0,0,0,0,3.78888821601868,0,0,5.99999856948853,1.61428546905518,3.75409841537476,1.50105774402618,7.47916650772095,5.5753059387207,2.19444441795349,3.07428574562073,0,0,3.62146353721619,4.08482360839844
2.81386971473694,0,5.10419845581055,6.84573650360107,4.90976190567017,10.0125007629395,0,0,0,0,0,0,0,0,2.68924427032471,3.9392294883728,0,4.45902299880981,1.97142899036407,3.18790340423584,0,6.30000114440918,0,0,0,0,0,6.52559566497803,10.1500005722046,0,7.57028293609619,7.2270770072937,4.59758281707764,2.27466201782227,7.01298141479492,5.70087862014771,3.35588240623474,3.87191009521484,0,0,4.67010974884033,6.05441904067993
3.16255688667297,5.10419845581055,0,8.3027286529541,5.96467208862305,10.0125007629395,0,0,0,0,0,0,0,0,3.50112366676331,5.50214242935181,0,5.59963703155518,0,3.56751465797424,0,6.15555572509766,0,0,0,0,0,6.74396467208862,10.1500005722046,0,7.87297296524048,7.82276105880737,1.54824566841125,3.84522294998169,8.4147367477417,2.01666641235352,3,5.25862073898315,0,0,6.36507654190063,7.35027503967285
2.58418989181519,6.84573650360107,8.3027286529541,0,2.43323373794556,2.10011577606201,0,2.51941752433777,2.25319147109985,3.22795391082764,2.65808367729187,0,2.84678363800049,3.88750028610229,2.71219539642334,5.30588245391846,0.720779240131378,2.32365584373474,2.32202506065369,1.9154235124588,2.52154636383057,1.17179477214813,2.20070576667786,0,2.66459178924561,0,2.74959135055542,6.88044738769531,2.66803503036499,6.49999904632568,5.313636302948,5.20000171661377,1.32818460464478,2.11882352828979,2.37430214881897,1.4347972869873,3.64608836174011,2.38585352897644,2.20361089706421,0,6.36309146881104,8.95714282989502
4.03172302246094,4.90976190567017,5.96467208862305,2.43323373794556,0,2.77101445198059,0,0,2.09591817855835,3.12985062599182,0,0,0,0,2.59679484367371,6.12491273880005,0,4.40542030334473,1.8081020116806,2.6601254940033,2.74484467506409,1.59988939762115,2.45075988769531,0,2.57407402992249,5.89999961853027,2.39999961853027,5.57188415527344,3.25550007820129,2.09090948104858,6.19999885559082,5.7209677696228,2.37803149223328,2.50816965103149,3.21864342689514,4.02904891967773,4.16497468948364,4.21044063568115,2.55000066757202,0,4.69364070892334,7.03917551040649
0,10.0125007629395,10.0125007629395,2.10011577606201,2.77101445198059,0,0,1.63111102581024,1.57364010810852,0,2.31498193740845,0,4.06666707992554,5.02000045776367,0,0,0,5.97027063369751,1.70000028610229,1.32916676998138,1.52499997615814,2.52500009536743,2.31166672706604,0,2.35619068145752,0,2.27532458305359,9.91111183166504,2.35125041007996,0,0,0,3.76666712760925,0,2.67345786094666,1.32941174507141,0,5.04999876022339,2.64003753662109,0,5.79787302017212,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.51941752433777,0,1.63111102581024,0,0,2.229660987854,0,1.93980574607849,1.48977267742157,1.82531642913818,1.85135138034821,0,0,0,0,0,0,0,0,0,0,0,0,1.86666655540466,0,1.71473681926727,0,0,0,0,0,0,0,0,0,1.96273291110992,0,0,0
0,0,0,2.25319147109985,2.09591817855835,1.57364010810852,0,2.229660987854,0,2.05888891220093,1.61490380764008,0,3.23333334922791,4.75,0,0,0,3.5799994468689,0,0,0,0,3.41052651405334,0,3.5,0,3.96249938011169,0,2.46800422668457,0,0,0,0,0,2.54583334922791,0,0,0,0,0,3.62499952316284,0
0,0,0,3.22795391082764,3.12985062599182,0,0,0,2.05888891220093,0,0,0,0,0,0,0,0,0,0,0,3.88714289665222,0,3.25751876831055,0,3.25258612632751,0,0,7.91333436965942,2.33333349227905,2.09270834922791,0,0,0,0,3.10370373725891,0,0,0,0,0,8.03077030181885,0
